id	title	source_page	pdf_url	status	reading_status
mlsys2026-03dbc11a22e79cd38bea53cf518c2371	ProfInfer: An eBPF-based Fine-Grained LLM Inference Profiler	https://proceedings.mlsys.org/paper_files/paper/2026/hash/03dbc11a22e79cd38bea53cf518c2371-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/03dbc11a22e79cd38bea53cf518c2371-Paper-Conference.pdf	downloaded	unread
mlsys2026-041dad5ed2191b44ba3ed0e00cdc3187	SpecDiff-2: Scaling Diffusion Drafter Alignment For Faster Speculative Decoding	https://proceedings.mlsys.org/paper_files/paper/2026/hash/041dad5ed2191b44ba3ed0e00cdc3187-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/041dad5ed2191b44ba3ed0e00cdc3187-Paper-Conference.pdf	downloaded	unread
mlsys2026-054de805fcceb78a201f5e9d53c85908	CDLM: Consistency Diffusion Language Models for Faster Sampling	https://proceedings.mlsys.org/paper_files/paper/2026/hash/054de805fcceb78a201f5e9d53c85908-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/054de805fcceb78a201f5e9d53c85908-Paper-Conference.pdf	downloaded	unread
mlsys2026-0731f0e65559059eb9cd9d6f44ce2dd8	Unified LLM Model for Power, Performance, and Area Prediction from Hardware Code	https://proceedings.mlsys.org/paper_files/paper/2026/hash/0731f0e65559059eb9cd9d6f44ce2dd8-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/0731f0e65559059eb9cd9d6f44ce2dd8-Paper-Conference.pdf	downloaded	unread
mlsys2026-07fd64f9316f40193c6a4d87d8afa011	SuperInfer: SLO-Aware Rotary Scheduling and Memory Management for LLM Inference on Superchips	https://proceedings.mlsys.org/paper_files/paper/2026/hash/07fd64f9316f40193c6a4d87d8afa011-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/07fd64f9316f40193c6a4d87d8afa011-Paper-Conference.pdf	downloaded	unread
mlsys2026-096b1019463f34eb241e87cfce8dfe16	HELIOS : Adaptive Model And Early-Exit Selection for Efficient LLM Inference Serving	https://proceedings.mlsys.org/paper_files/paper/2026/hash/096b1019463f34eb241e87cfce8dfe16-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/096b1019463f34eb241e87cfce8dfe16-Paper-Conference.pdf	downloaded	unread
mlsys2026-0a4c7cdfc0a4eb1b13bb84a9b6220c37	Scaling Up Large Language Models Serving Systems for Semantic Job Search	https://proceedings.mlsys.org/paper_files/paper/2026/hash/0a4c7cdfc0a4eb1b13bb84a9b6220c37-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/0a4c7cdfc0a4eb1b13bb84a9b6220c37-Paper-Conference.pdf	downloaded	unread
mlsys2026-0badcb4e95306df76a719409155e46e8	Massive-Scale Out-Of-Core UMAP on the GPU	https://proceedings.mlsys.org/paper_files/paper/2026/hash/0badcb4e95306df76a719409155e46e8-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/0badcb4e95306df76a719409155e46e8-Paper-Conference.pdf	downloaded	unread
mlsys2026-0f8426558905746fc38da5e335700aec	AccelOpt: A Self-Improving LLM Agentic System for AI Accelerator Kernel Optimization	https://proceedings.mlsys.org/paper_files/paper/2026/hash/0f8426558905746fc38da5e335700aec-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/0f8426558905746fc38da5e335700aec-Paper-Conference.pdf	downloaded	unread
mlsys2026-127e7093c38a45290524237be8eb39c5	BOOST: BOttleneck-Optimized Scalable Training Framework for Low-Rank Large Language Models	https://proceedings.mlsys.org/paper_files/paper/2026/hash/127e7093c38a45290524237be8eb39c5-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/127e7093c38a45290524237be8eb39c5-Paper-Conference.pdf	downloaded	unread
mlsys2026-1367d856028f65a9555b0274db09e608	TiDAR: Think in Diffusion, Talk in Autoregression	https://proceedings.mlsys.org/paper_files/paper/2026/hash/1367d856028f65a9555b0274db09e608-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/1367d856028f65a9555b0274db09e608-Paper-Conference.pdf	downloaded	unread
mlsys2026-136b9a13861308c8948cd308ccd02658	Rethinking DVFS for Mobile LLMs: Unified Energy-Aware Scheduling with CORE	https://proceedings.mlsys.org/paper_files/paper/2026/hash/136b9a13861308c8948cd308ccd02658-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/136b9a13861308c8948cd308ccd02658-Paper-Conference.pdf	downloaded	unread
mlsys2026-148865706acbd18627d3fc15cc3f3b93	ZK-APEX: ZERO-KNOWLEDGE APPROXIMATE PERSONALIZED UNLEARNING WITH EXECUTABLE PROOFS	https://proceedings.mlsys.org/paper_files/paper/2026/hash/148865706acbd18627d3fc15cc3f3b93-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/148865706acbd18627d3fc15cc3f3b93-Paper-Conference.pdf	downloaded	unread
mlsys2026-1e70ac91ad26ba5b24cf11b12a1f90fe	Zero redundancy distributed learning with differential privacy	https://proceedings.mlsys.org/paper_files/paper/2026/hash/1e70ac91ad26ba5b24cf11b12a1f90fe-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/1e70ac91ad26ba5b24cf11b12a1f90fe-Paper-Conference.pdf	downloaded	unread
mlsys2026-2093ed77c549eda95bd6f7212b735b43	CATWILD: Compiler Autotuning for TPU workloads in the Wild	https://proceedings.mlsys.org/paper_files/paper/2026/hash/2093ed77c549eda95bd6f7212b735b43-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/2093ed77c549eda95bd6f7212b735b43-Paper-Conference.pdf	downloaded	unread
mlsys2026-215597a92341c78cc3e7fe628be4a195	GriNNder: Breaking the Memory Capacity Wall in Full-Graph GNN Training with Storage Offloading	https://proceedings.mlsys.org/paper_files/paper/2026/hash/215597a92341c78cc3e7fe628be4a195-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/215597a92341c78cc3e7fe628be4a195-Paper-Conference.pdf	downloaded	unread
mlsys2026-236f915dd02af4f11927f67330b21d4b	ExecuTorch - A Unified PyTorch Solution to Run ML Models On-Device	https://proceedings.mlsys.org/paper_files/paper/2026/hash/236f915dd02af4f11927f67330b21d4b-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/236f915dd02af4f11927f67330b21d4b-Paper-Conference.pdf	downloaded	unread
mlsys2026-26289c647c6828e862e271ca3c490486	EarthSight: A Distributed Framework for Low-Latency Satellite Intelligence	https://proceedings.mlsys.org/paper_files/paper/2026/hash/26289c647c6828e862e271ca3c490486-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/26289c647c6828e862e271ca3c490486-Paper-Conference.pdf	downloaded	unread
mlsys2026-280776fda5970060e6a5efcfd43e5d2d	XProf: An Open, Scalable, and Extensible Profiling System for the Modern ML Stack	https://proceedings.mlsys.org/paper_files/paper/2026/hash/280776fda5970060e6a5efcfd43e5d2d-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2026/file/280776fda5970060e6a5efcfd43e5d2d-Paper-Conference.pdf	downloaded	unread
